name,address,City,State,zip,phone,url,types,closed,lat,long,scraped_for_emails,phase1_success,phase2_success,
Palais Royal - Fairway Dr,"1701 Fairway Dr, Alvin", Alvin,TX,77511,(281) 331-5533,http://stores.stage.com/tx/alvin/1701-fairway-dr.html?brand=PalaisRoyal&utm_source=local&utm_medium=yext&utm_campaign=general_palaisroyal&utm_term=link,"[""department_store"",""shoe_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,29.4063512,-95.2318308,,#N/A,stores.stage.comtxalvin1701-fairway-dr.html?brand=PalaisRoyal&utm_source=local&utm_medium=yext&utm_campaign=general_palaisroyal&utm_term=link,
Comfy Kids Consignment,"10932 N. 56th Street, Tampa", Tampa,FL,33617,(813) 983-0617,http://www.comfykidsconsignment.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,28.0483041,-82.3941939,,#N/A,comfykidsconsignment.com,
Baby Blossom,"9512 Main Street, Fairfax", Fairfax,VA,22031,(703) 865-4688,http://www.babyblossom.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,38.8431062,-77.2725329,,#N/A,babyblossom.com,
Treehouse,"9532 Joseph Campau Ave, Hamtramck", Hamtramck,MI,48212,(313) 871-2515,http://www.treehousekidsclothing.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,42.3956011,-83.0568839,,#N/A,treehousekidsclothing.com,
Country Fair Inc,"824 Main Ave, St Maries", St Maries,ID,83861,(208) 245-1802,http://www.countryfairinc.com/,"[""clothing_store"",""shopping_mall"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,47.316411,-116.568518,,#N/A,countryfairinc.com,
Lacoste,"1961 Chain Bridge Rd K7, McLean", McLean,VA,22102,(703) 288-0801,http://www.lacoste.com/,"[""clothing_store"",""shoe_store"",""store"",""point_of_interest"",""establishment""]",,38.9170621,-77.2234074,,#N/A,lacoste.com,
Kangaroo Kids,"10030 Manchester Rd, St. Louis", St. Louis,MO,63122,(314) 835-9200,http://www.kangarookidsonline.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,38.6025468,-90.3867291,,#N/A,kangarookidsonline.com,
The Preemie Store,"New Brighton, MN", MN,ht,"n, MN",(651) 631-3128,http://www.preemiestore.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,0,0,,#N/A,preemiestore.com,
Modern Natural Baby,"200 W Nine Mile Rd, Ferndale", Ferndale,MI,48220,(248) 629-6306,http://modernnaturalbaby.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,42.4607915,-83.1363473,,#N/A,modernnaturalbaby.com,
Jaycee's Closet,"841 E 23rd St, Fremont", Fremont,NE,68025,(402) 721-6306,http://www.jayceesclosetresale.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,41.4515104,-96.4867012,,#N/A,jayceesclosetresale.com,
Knitting by Debbi,"172 Medalist Rd, Rotonda West", Rotonda West,FL,33947,(877) 484-1431,http://www.knittingbydebbi.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,26.886585,-82.26282,,#N/A,knittingbydebbi.com,
Wiggles & Giggles,"1074 Post Rd, Darien", Darien,CT,6820,(203) 309-5109,http://wigglesandgigglesshop.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,41.0745286,-73.4724862,,#N/A,wigglesandgigglesshop.com,
Darien Sport Shop,"1127 Post Rd, Darien", Darien,CT,6820,(203) 655-2575,http://www.dariensport.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,41.0740163,-73.4738495,,#N/A,dariensport.com,
Madelyn Rose Children's Boutique,"118 N Richard St, Bedford", Bedford,PA,15522,(814) 624-2800,http://www.facebook.com/madelynrosecb,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,40.0197631,-78.5017123,,#N/A,facebook.commadelynrosecb,
M&M Boutique,"310 N Plum St, Bearden", Bearden,AR,71720,(870) 608-9563,http://mandmboutiques.webs.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,33.7276067,-92.6189536,,#N/A,mandmboutiques.webs.com,
Little English,"116 Venture Ct #5, Lexington", Lexington,KY,40511,(859) 258-2120,http://www.littleenglish.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,38.0808589,-84.547642,,#N/A,littleenglish.com,
Lady Foot Locker,"1300 W Maloney Ave #214A, Gallup", Gallup,NM,87301,(505) 863-2502,http://www.ladyfootlocker.com/,"[""shoe_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,35.5308024,-108.7635619,,#N/A,ladyfootlocker.com,
My Bella Bear,"308 N Washington St, Beeville", Beeville,TX,78102,(361) 356-7047,http://mybellabear.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,28.4036725,-97.7501353,,#N/A,mybellabear.com,
Hair Bling Bowtique,"1608 S Washington St, Beeville", Beeville,TX,78102,(361) 354-1871,http://www.facebook.com/hairblingbowtique,"[""jewelry_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,28.3888475,-97.7388648,,#N/A,facebook.comhairblingbowtique,
Bella Luna Maternity & Baby,"1011 Main St, Hays", Hays,KS,67601,(785) 621-4929,http://www.bellalunaboutiquehays.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,38.8720833,-99.3306427,,#N/A,bellalunaboutiquehays.com,
Defy Expectations Clothing Company,"268 U.S. 281, Great Bend", Great Bend,KS,67530,(620) 617-5656,http://www.defyclothingcompany.com/,"[""store"",""clothing_store"",""point_of_interest"",""establishment""]",,38.4007885,-98.7656832,,#N/A,defyclothingcompany.com,
Forever Young,"1101 Main St, Great Bend", Great Bend,KS,67530,(620) 603-6440,http://foreveryounggb.org/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,38.3624805,-98.7652751,,#N/A,foreveryounggb.org,
Heritage House,"12105 S Dixie Hwy, Miami", Miami,FL,33156,(305) 232-1776,http://www.boyssuits.com,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,25.6581076,-80.327023,,#N/A,boyssuits.com,
Crazy Dazy,"337 S Main St, Carthage", Carthage,MO,64836,(417) 358-8513,http://www.thecrazydazy.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,37.17634,-94.311395,,#N/A,thecrazydazy.com,
The Trendy Turtle,"108 W Mt Vernon Blvd, Mt Vernon", Mt Vernon,MO,65712,(417) 343-2847,http://www.facebook.com/trendyturtleconsignment,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,37.0944242,-93.8193076,,#N/A,facebook.comtrendyturtleconsignment,
Sara's Children's Boutique,"88 Park Ave #3, Rutherford", Rutherford,NJ,7070,(201) 933-7143,http://saraschildrensbtq.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,40.8274066,-74.1044858,,#N/A,saraschildrensbtq.com,
Athena's of Weirton,"3757 Main St, Weirton", Weirton,WV,26062,(304) 748-8040,http://athenasofweirton.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,40.396939,-80.5919135,,#N/A,athenasofweirton.com,
Oats & Ivy Resale,"321 E Young Ave, Warrensburg", Warrensburg,MO,64093,(660) 747-2041,http://oatsandivyresale.com/index.html,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,38.7714043,-93.7330823,,#N/A,oatsandivyresale.comindex.html,
"Baby Banz, Inc","205 N Adams Ave Ste. A, Knob Noster", Knob Noster,MO,65336,(660) 563-7100,http://usa.babybanz.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,38.7665666,-93.555383,,#N/A,usa.babybanz.com,
The Clothing Depot,"305 E Sumter St, Eatonton", Eatonton,GA,31024,(706) 485-7866,http://www.theclothingdepot.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,33.327372,-83.383751,,#N/A,theclothingdepot.com,
Lilywind Kids,"206 W Washington St, Madison", Madison,GA,30650,(706) 752-1666,http://www.lilywindkids.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,33.5966142,-83.469836,,#N/A,lilywindkids.com,
Kids Corner,"603 E Center St, Madisonville", Madisonville,KY,42431,(270) 825-9879,http://www.facebook.com/kidscornerandmorellc?fref=ts,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,37.3276673,-87.4877508,,#N/A,facebook.comkidscornerandmorellc?fref=ts,
Tiny Town Boutique,"1235 N Main St, Madisonville", Madisonville,KY,42431,(270) 824-0434,http://www.tinytownboutique.co/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,37.346909,-87.4990655,,#N/A,tinytownboutique.co,
Retail 4 Less,"98 Madison Square Dr, Madisonville", Madisonville,KY,42431,(270) 821-9250,http://retail4lessoutlet.com/,"[""clothing_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,37.324451,-87.478608,,#N/A,retail4lessoutlet.com,
Flax and Wool Boutique,"13 Sugg St, Madisonville", Madisonville,KY,42431,(270) 245-2242,http://www.flaxandwool.co/,"[""shoe_store"",""shopping_mall"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,37.3269044,-87.4993696,,#N/A,flaxandwool.co,
Sugar N Spice & Everything Nice,"109 W Jefferson Ave, Effingham", Effingham,IL,62401,(217) 343-6799,http://sugarnspice4kids.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,39.1211675,-88.5424766,,#N/A,sugarnspice4kids.com,
Desert Hills Premium Outlets,"48400 Seminole Dr, Cabazon", Cabazon,CA,92230,(951) 849-6641,http://www.premiumoutlets.com/outlet/desert-hills,"[""department_store"",""jewelry_store"",""restaurant"",""food"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,33.9275134,-116.8130174,,#N/A,premiumoutlets.comoutletdesert-hills,
Traditions Childrens Resale,"118 Service Dr # 5, Brandon", Brandon,MS,39042,(601) 825-2212,http://thetraditionsboutique.com/,"[""store"",""point_of_interest"",""establishment""]",,32.2826802,-90.0260663,,#N/A,thetraditionsboutique.com,
Take 2! Gently Used Children's Clothing,"E 1st Ave, South Shore", South Shore,KY,41175,(740) 821-6214,http://www.facebook.com/SaveatTake2,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,38.725745,-82.964126,,#N/A,facebook.comSaveatTake2,
haute par'e,"403 Cherry St, Helena-West Helena", Helena-West Helena,AR,72342,(870) 338-6986,http://cboosie10.wix.com/haute-pare,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,34.5260748,-90.5864187,,#N/A,cboosie10.wix.comhaute-pare,
Belles & Beaus,"1005 Van Buren Ave, Oxford", Oxford,MS,38655,(662) 236-6880,http://www.bellesandbeausoxford.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,34.3664381,-89.5201541,,#N/A,bellesandbeausoxford.com,
The Jungle Store,"164 Boynton Ave #201, Plattsburgh", Plattsburgh,NY,12901,(518) 563-0440,http://www.plattsburghjungle.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,44.708197,-73.467539,,#N/A,plattsburghjungle.com,
Yellow Turtle,"1799 Mountain Rd, Stowe", Stowe,VT,5672,(802) 253-4434,http://www.yellow-turtle.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,44.473504,-72.711986,,#N/A,yellow-turtle.com,
Lil' Rascals,"580 N Old Woodward Ave, Birmingham", Birmingham,MI,48009,(248) 731-7701,http://www.lilrascalsbham.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,42.551273,-83.2177803,,#N/A,lilrascalsbham.com,
lululemon athletica | Old Woodward,"101 S Old Woodward Ave, Birmingham", Birmingham,MI,48009,(248) 593-9760,http://www.lululemon.com/birminghammi/birminghammi,"[""shoe_store"",""gym"",""health"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,42.5465421,-83.2137427,,#N/A,lululemon.combirminghammibirminghammi,
Lilypad,"3121 Ocean Dr, Vero Beach", Vero Beach,FL,32963,(772) 231-7405,http://lilypadverobeach.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,27.6512575,-80.3559776,,#N/A,lilypadverobeach.com,
Charlottes Kids,"3265 Merrick Rd, Wantagh", Wantagh,NY,11793,(516) 799-8041,http://www.charlotteskids.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,40.6648201,-73.5098333,,#N/A,charlotteskids.com,
Seeds Thrift Store,"295 Molly Ln, Woodstock", Woodstock,GA,30189,(770) 517-4450,http://www.babyandmorethriftstore.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,34.08369,-84.540277,,#N/A,babyandmorethriftstore.com,
Kids Echo,"166 County St, Lakeville", Lakeville,MA,2347,(508) 947-4114,http://www.kidsecho.net/,"[""store"",""point_of_interest"",""establishment""]",,41.8072075,-70.9690186,,#N/A,kidsecho.net,
Bargainchildrensclothing,"184 Columbia Turnpike #4, Florham Park", Florham Park,NJ,7932,(973) 887-6612,http://www.bargainchildrensclothing.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,40.7890475,-74.3933645,,#N/A,bargainchildrensclothing.com,
Denim & Daisies,"8 Broadway, Denville", Denville,NJ,7834,(973) 331-9009,http://www.denimndaisies.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,40.892596,-74.4781687,,#N/A,denimndaisies.com,
The Posh Polka Dot,"509 N Jackson St, Tullahoma", Tullahoma,TN,37388,(931) 563-7645,http://www.shoptheposhpolkadot.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,35.366224,-86.216083,,#N/A,shoptheposhpolkadot.com,
Copenhagen Styles LLC,"4762 Glastonbury Cir, Cleveland", Cleveland,OH,44143,(216) 732-7562,http://www.copenhagenstyles.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,41.563607,-81.504696,,#N/A,copenhagenstyles.com,
Little Stars Children's Boutique,"1014 Superior Ave, Tomah", Tomah,WI,54660,(608) 374-3447,http://facebook.com/LittleStarsChildrensBoutique,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,43.9772026,-90.5045134,,#N/A,facebook.comLittleStarsChildrensBoutique,
Kohl's Augusta,"80 Stephen King Dr #1, Augusta", Augusta,ME,4330,(207) 626-0717,http://www.kohls.com/stores/me/augusta-173.shtml?utm_source=google&utm_medium=organic&utm_campaign=local,"[""department_store"",""store"",""point_of_interest"",""establishment""]",,44.3494043,-69.7856128,,#N/A,kohls.comstoresmeaugusta-173.shtml?utm_source=google&utm_medium=organic&utm_campaign=local,
Youth Shop,"501 E Main St, Winnfield", Winnfield,LA,71483,(318) 628-4376,http://www.theyouthshopllc.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,31.9266129,-92.6353252,,#N/A,theyouthshopllc.com,
Monkey Britches Boutique,"107 W Main St, Hahira", Hahira,GA,31632,(229) 794-4645,http://www.monkeybritchesboutique.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,30.9911908,-83.3730269,,#N/A,monkeybritchesboutique.com,
Abra-Kid-Abra,"2005 Oak Bay Ave, Victoria, BC V8R 1E5, Canada", Canada,", ",anada,(778) 265-5430,http://www.abra-kid-abra.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,48.4263561,-123.3223486,,#N/A,abra-kid-abra.com,
TJ's The Kiddies Store Ltd,"3045 Douglas St, Victoria, BC V8T 4N2, Canada", Canada,", ",anada,(250) 386-2229,http://www.tjskids.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,48.44423,-123.369857,,#N/A,tjskids.com,
Momease Baby Boutique,"5325 Cordova Bay Rd, Victoria, BC V8Y 2L3, Canada", Canada,", ",anada,(778) 265-5432,http://www.momease.ca/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,48.5295569,-123.3729737,,#N/A,momease.ca,
The Giving Tree Children's Boutique,"30 Main St N, New London", New London,MN,56273,(320) 354-4881,http://www.thegivingtree-childrensboutique.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,45.3017235,-94.9440559,,#N/A,thegivingtree-childrensboutique.com,
Mary Madison Boutique,"112 S Broad St, Thomasville", Thomasville,GA,31792,(229) 226-2466,http://www.marymadisonboutique.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,30.836888,-83.980105,,#N/A,marymadisonboutique.com,
Little Darlings,"510 Broadway St, Alexandria", Alexandria,MN,56308,(320) 219-7868,http://www.littledarlingsalex.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,45.8867391,-95.3781058,,#N/A,littledarlingsalex.com,
Mother Earth Baby,"70 W Bridge St, Oswego", Oswego,NY,13126,(315) 216-4622,http://www.mebabyshop.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,43.455256,-76.5146917,,#N/A,mebabyshop.com,
Bubble Gum & Blue Jeans,"400 5th St SW, Cullman", Cullman,AL,35055,(256) 734-2829,http://bubblegumandbluejeans.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,34.1718671,-86.8446385,,#N/A,bubblegumandbluejeans.com,
Pashley,"169 Main St, Cold Spring Harbor", Cold Spring Harbor,NY,11724,(631) 367-8737,http://www.pashleychildrensboutique.com/,"[""shoe_store"",""jewelry_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,40.871322,-73.4570869,,#N/A,pashleychildrensboutique.com,
Glik's,"515 N West St, Olney", Olney,IL,62450,(618) 392-2826,http://www.gliks.com/,"[""clothing_store"",""shoe_store"",""store"",""point_of_interest"",""establishment""]",,38.739757,-88.096344,,#N/A,gliks.com,
Bean to Sprout,"5034 W State Road 56, Jasper", Jasper,IN,47546,(812) 631-9405,http://shop.beantosprout.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,38.414615,-86.9989142,,#N/A,shop.beantosprout.com,
Vann & Liv,"1 N Main St, Greenville", Greenville,SC,29601,(864) 520-8118,http://www.vannandliv.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,34.851048,-82.3995901,,#N/A,vannandliv.com,
Towne East Square,"7700 E Kellogg Dr, Wichita", Wichita,KS,67207,(316) 686-3341,http://www.simon.com/mall/towne-east-square,"[""shopping_mall"",""department_store"",""jewelry_store"",""restaurant"",""food"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,37.6824153,-97.2467645,,#N/A,simon.commalltowne-east-square,
Nature Baby Outfitter,"38 1st Ave E, Kalispell", Kalispell,MT,59901,(406) 314-6464,http://www.naturebabyoutfitter.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,48.1981866,-114.3124507,,#N/A,naturebabyoutfitter.com,
INKA Clothing Co.,"E Idaho St, Kalispell", Kalispell,MT,59901,(406) 871-7913,http://www.inkaclothingco.com/,"[""clothing_store"",""art_gallery"",""jewelry_store"",""store"",""point_of_interest"",""establishment""]",,48.2025348,-114.3141703,,#N/A,inkaclothingco.com,
Homma Nita Trading Post,"656 Schrade Rd, Kalispell", Kalispell,MT,59901,(406) 201-9766,http://www.hommanita.com/,"[""home_goods_store"",""jewelry_store"",""electronics_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,48.3020222,-114.3144688,,#N/A,hommanita.com,
Sprouts Childrens Boutique,"216 Central Ave, Whitefish", Whitefish,MT,59937,(406) 862-7821,http://www.sproutsonline.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,48.4102155,-114.336958,,#N/A,sproutsonline.com,
Shoppes On Broad,"212 S Broad St, Edenton", Edenton,NC,27932,(252) 482-2015,http://shoppesonbroad.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,36.0590912,-76.6094928,,#N/A,shoppesonbroad.com,
Spinout,"7266 Old Jacksonville Hwy, Tyler", Tyler,TX,75703,(903) 526-2226,http://www.shopspinout.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,32.2669908,-95.3403753,,#N/A,shopspinout.com,
Revived Clothing Exchange,"100 MO-72, Rolla", Rolla,MO,65401,(573) 578-0361,http://www.revivedrolla.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,37.9419473,-91.7702928,,#N/A,revivedrolla.com,
Mimi's Blessings,"1023 Kingshighway #1, Rolla", Rolla,MO,65401,(573) 426-6406,http://www.facebook.com/mimis2blessings,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,37.9453602,-91.78105,,#N/A,facebook.commimis2blessings,
Kohl's Rolla,"2200 N Bishop Ave, Rolla", Rolla,MO,65401,(573) 308-1003,http://www.kohls.com/stores/mo/rolla-1453.shtml?utm_source=google&utm_medium=organic&utm_campaign=local,"[""department_store"",""store"",""point_of_interest"",""establishment""]",,37.9651765,-91.7629562,,#N/A,kohls.comstoresmorolla-1453.shtml?utm_source=google&utm_medium=organic&utm_campaign=local,
Bumps & Bundles,"2600 East St, Golden", Golden,CO,80401,(303) 279-9224,http://www.bumpsandbundles.net/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,39.7461988,-105.2074958,,#N/A,bumpsandbundles.net,
Wyatt Lily NYC,"1 Chase Rd, Scarsdale", Scarsdale,NY,10583,(914) 472-1930,http://wyattlily.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,40.9889147,-73.807317,,#N/A,wyattlily.com,
Bottoms and Beyond Boutique,"400 E Broadway St, Sand Springs", Sand Springs,OK,74063,(918) 246-5688,http://www.bottomsandbeyondboutique.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,36.1399391,-96.1032861,,#N/A,bottomsandbeyondboutique.com,
Flora Ottimer Children's Boutique,"4501 Tynecastle Hwy, Banner Elk", Banner Elk,NC,28604,(828) 898-5112,http://www.floraottimer.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,36.1190231,-81.8378566,,#N/A,floraottimer.com,
Be Bumble Consignment Clothing Shop,"823 4th St S, Stillwater", Stillwater,MN,55082,(651) 430-1626,http://www.bebumble.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,45.0483747,-92.8072817,,#N/A,bebumble.com,
Nanny's Children's Shoppe,"1700 Periwinkle Way, Sanibel", Sanibel,FL,33957,(239) 395-1730,http://nannyschildrensshoppe.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,26.442453,-82.059212,,#N/A,nannyschildrensshoppe.com,
Kids Caboose,"412 W Reed St, Moberly", Moberly,MO,65270,(660) 269-9500,http://www.kidscaboosemoberly.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,39.4198869,-92.4410186,,#N/A,kidscaboosemoberly.com,
Ava's Closet Childrens Resale,"1843 W Pearce Blvd, Wentzville", Wentzville,MO,63385,(636) 327-8687,http://avascloset.org/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,38.8053669,-90.8920889,,#N/A,avascloset.org,
Stork Organic Baby Boutique,"273 Union Square, Milford", Milford,NH,3055,(603) 673-5381,http://www.storkorganicbaby.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,42.835255,-71.649452,,#N/A,storkorganicbaby.com,
JuJuBee's,"1225 Central Ave #9, McKinleyville", McKinleyville,CA,95519,(707) 630-5075,http://www.shopjujubees.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,40.927305,-124.100271,,#N/A,shopjujubees.com,
Little King Inc,"114 E Walnut St, Alamo", Alamo,TN,38001,(731) 696-5517,http://www.littlekingapparel.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,35.7885782,-89.1152961,,#N/A,littlekingapparel.com,
Peppermint Pony,"120 N 14th Ave, Humboldt", Humboldt,TN,38343,(731) 784-9598,http://www.pep-pony.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,35.8206112,-88.9170167,,#N/A,pep-pony.com,
Chocolate Bunny,"201 S 1st St, Union City", Union City,TN,38261,(731) 884-1122,http://www.thechocolatebunnyboutique.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,36.4243261,-89.0575547,,#N/A,thechocolatebunnyboutique.com,
Sugar & Spice Clothing,"310 Broadway St, Martin", Martin,TN,38237,(731) 587-0811,http://www.sugarandspiceclothing.net/,"[""jewelry_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,36.3432637,-88.8487071,,#N/A,sugarandspiceclothing.net,
Yellow Bus Children's And Misses Shoppe,"826 Lake St S, Forest Lake", Forest Lake,MN,55025,(651) 464-2112,http://www.yellowbuschildren.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,45.2702651,-92.9837128,,#N/A,yellowbuschildren.com,
Village Boutique,"107 E Main St, Ridgway", Ridgway,IL,62979,(618) 272-7232,http://villageboutiqueridgway.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,37.7991074,-88.2600686,,#N/A,villageboutiqueridgway.com,
Puddleduck's,"1360 Sunset Dr # 10, Grenada", Grenada,MS,38901,(662) 229-0766,http://www.puddleduckskids.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,33.7762473,-89.8245137,,#N/A,puddleduckskids.com,
Smock-A-Tot LLC,"91 B Sunset Drive, Grenada", Grenada,MS,38901,(662) 226-3777,http://www.facebook.com/smockatotgrenada,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,33.768843,-89.804951,,#N/A,facebook.comsmockatotgrenada,
Kelly's Kids,"391 Liberty Rd, Natchez", Natchez,MS,39120,(601) 442-5332,http://www.kellyskids.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,31.545183,-91.3666545,,#N/A,kellyskids.com,
Clothesland Children Consignment,"317 Devereaux Dr, Natchez", Natchez,MS,39120,(601) 653-0019,http://www.clotheslandchildrenresale.com/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,31.560536,-91.365639,,#N/A,clotheslandchildrenresale.com,
La Canastilla Cubana Baby Store,"2145 NW 7th St, Miami", Miami,FL,33125,(305) 643-0766,http://www.lacanastilla.com/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,25.7798786,-80.2305833,,#N/A,lacanastilla.com,
4Ever Growing Kids,"440 NE 4th Ave, Camas", Camas,WA,98607,(360) 210-5061,http://www.4evergrowingkids.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,45.5860442,-122.4032671,,#N/A,4evergrowingkids.com,
Bailey Boys Factory/Retail Str,"155 Skylane Rd, Saint Simons Island", Saint Simons Island,GA,31522,(912) 638-3311,http://www.baileyboys.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,31.1498381,-81.3868684,,#N/A,baileyboys.com,
Rebecca's Closet,"3421 Cypress Mill Rd, Brunswick", Brunswick,GA,31525,(912) 262-0114,http://m.facebook.com/Rebeccas-Closet-Childrens-Clothing-Furniture-Consignment-Store-129035392520/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,31.1938306,-81.4757545,,#N/A,m.facebook.comRebeccas-Closet-Childrens-Clothing-Furniture-Consignment-Store-129035392520,
Fleece On Earth,"5 River Rd, North Chittenden", North Chittenden,VT,5763,(802) 483-2441,http://www.fleeceonearth.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,43.7407312,-72.9754776,,#N/A,fleeceonearth.com,
Boysenberry,"61 N Main St B2, Rochester", Rochester,VT,5767,(802) 767-9591,http://boysenberryvt.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,43.875151,-72.808628,,#N/A,boysenberryvt.com,
Country Kids Clothing,"8 Glen Rd, West Lebanon", West Lebanon,NH,3784,(603) 790-8168,http://countrykidsclothing.org/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,43.6339136,-72.3145778,,#N/A,countrykidsclothing.org,
