name,address,City,State,zip,phone,url,types,closed,lat,long,phase_1_attempt
Cambria Toy Station,"630 Depot St NE, Christiansburg", Christiansburg,VA,24073,(540) 382-6431,http://cambriatoystation.com/,"[""store"",""point_of_interest"",""establishment""]",,37.141468,-80.4047201,
Michaels Toy Co,"64 Merchants Row, Rutland", Rutland,VT,5701,(802) 773-3765,http://michaelstoys.com/,"[""art_gallery"",""general_contractor"",""store"",""point_of_interest"",""establishment""]",,43.6074781,-72.9803757,
Wooden Toys & Crafts,"655 Farm Rd, Marlborough", Marlborough,MA,1752,(508) 485-6992,https://www.facebook.com/Wooden-Toys-and-Crafts-174401205994315/,"[""store"",""point_of_interest"",""establishment""]",,42.3429084,-71.5128178,
Big Fun Toys,"702 Arnold Ave, Point Pleasant Beach", Point Pleasant Beach,NJ,8742,(732) 714-7700,http://www.bigfuntoys.com/,"[""store"",""point_of_interest"",""establishment""]",,40.091329,-74.051975,
Turnaround Video,"710 W Rancier Ave Suite 100, Killeen", Killeen,TX,76541,(254) 680-3030,http://www.turnaroundvideo.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,31.127716,-97.734082,
Veach's Toy Station,"715 E Main St, Richmond", Richmond,IN,47374,(765) 962-5761,http://veachstoystation.com/,"[""store"",""point_of_interest"",""establishment""]",,39.8289387,-84.892093,
Imagination Forest Parties & Play Center,"7613 Blueberry Rd, Powell", Powell,TN,37849,(865) 947-7789,http://www.imaginationforest.com/,"[""store"",""point_of_interest"",""establishment""]",,36.0479313,-84.005029,
Babies R Us,Friendswood,,TX,77546,(281) 990-9390,http://www.babiesrus.com/,"[""store"",""point_of_interest"",""establishment""]",,29.5539671,-95.1581401,
The Toy Chest,"Nashville, IN", IN,il,"e, IN",(812) 988-2817,http://www.browncountytoychest.com/,"[""store"",""point_of_interest"",""establishment""]",,0,0,
Dad's Fads & Skill Toys,"03865, 134 Newton Rd, Plaistow", Plaistow,NH,3865,(603) 974-1733,http://www.dadsfads.com/,"[""store"",""point_of_interest"",""establishment""]",,42.833291,-71.0572036,
Mary Meyer,"1 Teddy Bear Ln, Townshend", Townshend,VT,5353,(802) 365-7793,http://www.marymeyer.com/,"[""museum"",""store"",""point_of_interest"",""establishment""]",,43.0452261,-72.6891619,
Olde Tyme Commissary,"1000 Highland Colony Pkwy #9011, Ridgeland", Ridgeland,MS,39157,(601) 366-1849,https://www.oldetymecommissary.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,32.4350369,-90.1469098,
Peanut & Mouse,"101 Mad River Green, Waitsfield", Waitsfield,VT,5673,(802) 583-3669,http://peanutandmouse.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,44.1840792,-72.8388236,
Trains by Johnson,"10412 N Palafox St, Pensacola", Pensacola,FL,32534,(850) 478-8584,http://www.trains-usa.com/,"[""store"",""point_of_interest"",""establishment""]",,30.5491619,-87.2813269,
Nancy's Toys & Treasures,"1105 Christie St, Davenport", Davenport,IA,52803,(563) 343-8253,http://www.facebook.com/pages/Nancys-Toys-Treasures/284946861560281,"[""store"",""point_of_interest"",""establishment""]",,41.531163,-90.5450076,
Stone Soup,"113 Main St, Bar Harbor", Bar Harbor,ME,4609,(207) 288-5219,http://stonesouptoys.com/,"[""store"",""point_of_interest"",""establishment""]",,44.3886166,-68.2045665,
Toy Soldier Games and Comics,"113B Main St, Amesbury", Amesbury,MA,1913,(978) 388-2512,http://www.toysoldiergames.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,42.8559535,-70.9317509,
Red Balloon Toy Shop,"114 MA-6A, Orleans", Orleans,MA,2653,(508) 255-4208,http://www.redballoontoyshop.com/,"[""store"",""point_of_interest"",""establishment""]",,41.7875442,-69.9923974,
V&C Collectibles,"115 S Montclair Ave, Brandon", Brandon,FL,33511,(813) 516-5239,https://www.facebook.com/vintageandcurrent,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,27.9368601,-82.2794987,
Almosta Junction,"1161 S State St, Clearfield", Clearfield,UT,84015,(801) 776-1656,http://www.almostajunction.com/,"[""store"",""point_of_interest"",""establishment""]",,41.096855,-112.0083624,
Positive Geek,"12 Flat St, Brattleboro", Brattleboro,VT,5301,(802) 246-1150,http://www.positivegeek.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,42.851313,-72.558387,
Bayswater Books,"12 Main St, Center Harbor", Center Harbor,NH,3226,(603) 253-8858,http://bayswaterbooks.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,43.7101953,-71.461689,
Unique Toy Shop,"120 S Main St #1, Canandaigua", Canandaigua,NY,14424,(585) 394-5374,http://www.uniquetoyshop.com/,"[""store"",""point_of_interest"",""establishment""]",,42.8858856,-77.2803359,
Foothill Mercantile,"121 Mill St, Grass Valley", Grass Valley,CA,95945,(530) 273-8304,http://www.foothillmercantile.com/,"[""store"",""point_of_interest"",""establishment""]",,39.218461,-121.0628271,
John Deere,"1300 River Dr, Moline", Moline,IL,61265,(309) 765-1007,http://m.deere.com/en_US/corporate/our_company/fans_visitors/tours_attractions/johndeerestore.page?,"[""department_store"",""food"",""store"",""point_of_interest"",""establishment""]",,41.5073116,-90.5184661,
Toy B Ville Petaluma - Now Downtown,"136 Petaluma Blvd N, Petaluma", Petaluma,CA,94952,(707) 772-5318,https://www.facebook.com/toybville,"[""store"",""point_of_interest"",""establishment""]",,38.2350018,-122.6404128,
Bluegrass Model Railway Supply,"143 Chenault Rd, Lexington", Lexington,KY,40502,(859) 455-8838,http://www.bgmrs.com/main.sc,"[""store"",""point_of_interest"",""establishment""]",,38.027114,-84.48697,
Kidz for Life Toys and Games,"147 Lighthouse Rd, Hilton Head Island", Hilton Head Island,SC,29928,(843) 785-4311,https://www.seapines.com/resort_activities/shopping-dining.aspx,"[""store"",""point_of_interest"",""establishment""]",,32.1386638,-80.811344,
Manning's Office Solutions,"1510 N 7th St, Beaumont", Beaumont,TX,77703,(409) 899-1122,http://www.manningsupply.com/,"[""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,30.0965094,-94.1202821,
Imaginations Toy & Furniture,"1531 S Main St, Blacksburg", Blacksburg,VA,24060,(540) 951-8515,http://www.imaginationsofva.com/,"[""store"",""point_of_interest"",""establishment""]",,37.2129341,-80.3994878,
Chatter Baux Shoppe,"157 Fountain Ave, Pacific Grove", Pacific Grove,CA,93950,(831) 647-8701,http://www.chatterbauxshoppe.com/,"[""store"",""point_of_interest"",""establishment""]",,36.6216277,-121.9161215,
Duncan Toys Company,"15981 Valplast Rd, Middlefield", Middlefield,OH,44062,(440) 632-1631,https://www.yo-yo.com/,"[""store"",""point_of_interest"",""establishment""]",,41.4569079,-81.0709271,
Heroes & Dragons,"1621 Broad River Rd, Columbia", Columbia,SC,29210,(803) 731-4376,http://heroesanddragons.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,34.0322548,-81.0890452,
Jaks,"1670 Pass Rd, Biloxi", Biloxi,MS,39531,(228) 435-7744,https://www.facebook.com/pages/Jaks/149622941650,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,30.4033047,-88.9367685,
Romantic Adventures,"175 U.S. 80, Jackson", Jackson,MS,39208,(601) 932-2460,http://www.shopromanticadventures.com/,"[""store"",""point_of_interest"",""establishment""]",,32.2803058,-90.1745075,
The Underground Railroad Shoppe,"1906 Wilmington Rd #1, New Castle", New Castle,PA,16105,(724) 652-4912,http://www.undergroundrrshop.com/,"[""store"",""point_of_interest"",""establishment""]",,41.020951,-80.354213,
Mostly Bears,"1910 E 14th St, Tucson", Tucson,AZ,85719,(520) 322-0208,http://www.mostlybears.com/,"[""store"",""point_of_interest"",""establishment""]",,32.217333,-110.943274,
Woodland Toy Shop,"1919 N Route 9, Cape May Court House", Cape May Court House,NJ,8210,(609) 624-1331,http://www.gardengreenhouse.net/woodland-village/woodland-toy-shop/,"[""store"",""point_of_interest"",""establishment""]",,39.147733,-74.765409,
PlayAbility Toys LLC,"1931 W Grant Rd, Tucson", Tucson,AZ,85745,(520) 547-0921,http://playabilitytoys.com/,"[""store"",""point_of_interest"",""establishment""]",,32.2494265,-111.0085465,
Educare,"1950 Venture Dr, Oshkosh", Oshkosh,WI,54902,(920) 233-6500,http://www.educareoshkosh.com/,"[""store"",""point_of_interest"",""establishment""]",,43.998104,-88.573774,
BOBE'S HOBBY HOUSE,"2 East 9 Mile Road, 11, Pensacola", Pensacola,FL,32534,(850) 433-2187,http://www.bobeshobbyhouse.com/,"[""store"",""point_of_interest"",""establishment""]",,30.5346764,-87.2733378,
Toys of Eros,"200 Commercial St, Provincetown", Provincetown,MA,2657,(508) 487-6977,http://toysoferos.com/,"[""store"",""point_of_interest"",""establishment""]",,42.049036,-70.1891836,
Toy Hunters,"2032 W 4th St, Mansfield", Mansfield,OH,44906,(419) 677-9447,http://toyhunters.net/,"[""store"",""point_of_interest"",""establishment""]",,40.772214,-82.5863959,
Second Star to the Right,"2044 Montauk Hwy #11, Bridgehampton", Bridgehampton,NY,11932,(631) 537-6111,http://2ndstartoys.com/,"[""store"",""point_of_interest"",""establishment""]",,40.9329116,-72.3170307,
Haymarket Hobbies & Toys,"2120 Long Beach Blvd, Ship Bottom", Ship Bottom,NJ,8008,(609) 494-7228,http://haymarketlbi.com/,"[""store"",""point_of_interest"",""establishment""]",,39.6413,-74.182028,
Serendipity Toys,"221 E Matilija St, Ojai", Ojai,CA,93023,(805) 646-2585,http://www.serendipitytoys.com/,"[""store"",""point_of_interest"",""establishment""]",,34.448708,-119.2445037,
Kim -Discovery Toys Consultant,"2230 Flat Creek Dr, Richardson", Richardson,TX,75080,(972) 333-4352,http://www.discoverytoyslink.com/kimsierra,"[""store"",""point_of_interest"",""establishment""]",,32.9844966,-96.7385243,
Toy Orchard,"2300-, 2342 Boston Post Rd, Wilbraham", Wilbraham,MA,1095,(413) 279-1973,http://www.toyorchard.com/,"[""store"",""point_of_interest"",""establishment""]",,42.1511662,-72.4599253,
Rebecca's,"233 W Pipeline Rd, Hurst", Hurst,TX,76053,(817) 545-2745,http://www.rebeccas.com/,"[""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,32.823292,-97.1717051,
HobbyTown (formerly HobbyForce),"2400 W 4th St, Mansfield", Mansfield,OH,44906,(419) 529-4343,http://hobbyforce.com/,"[""store"",""point_of_interest"",""establishment""]",,40.77465,-82.60018,
Once Upon A Child - Columbia,"264 Harbison Blvd, Columbia", Columbia,SC,29212,(803) 594-4572,http://www.onceuponachildcolumbia.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,34.0707754,-81.1566714,
Olde Towne Toys,"300 S Ponce De Leon Blvd, St Augustine", St Augustine,FL,32084,(904) 342-8008,http://www.oldetownetoys.com/,"[""store"",""point_of_interest"",""establishment""]",,29.8894323,-81.3249138,
The Pumpkin Patch,"302 Main St, Ames", Ames,IA,50010,(515) 232-6398,http://www.thepumpkinpatchames.com/,"[""book_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,42.024846,-93.613953,
Brad's Toys & Collectibles,"3380 E Russell Rd. #105, Las Vegas", Las Vegas,NV,89120,(702) 563-9819,http://www.bradstoys.com/,"[""store"",""point_of_interest"",""establishment""]",,36.0871504,-115.1016126,
Toy Box Jeeps,"349 Walker St, Holly Hill", Holly Hill,FL,32117,(386) 677-3138,http://www.toyboxjeeps.com/,"[""car_dealer"",""car_repair"",""store"",""point_of_interest"",""establishment""]",,29.2478984,-81.0456374,
Kipp Brothers,"351 W Muskegon Dr, Greenfield", Greenfield,IN,46140,(317) 704-8120,http://www.kippbrothers.com/,"[""food"",""store"",""point_of_interest"",""establishment""]",,39.80897,-85.776229,
GameQuest,"3619 N Clinton St, Fort Wayne", Fort Wayne,IN,46805,(260) 482-4983,http://www.gamequestfw.com/,"[""store"",""point_of_interest"",""establishment""]",,41.1095087,-85.136573,
Discovery Toys By Ashley,"3627 Goldenstar St, Plumas Lake", Plumas Lake,CA,95961,(530) 312-3433,http://www.discoverytoyslink.com/esuite/home/ashleymervau,"[""store"",""point_of_interest"",""establishment""]",,39.0587681,-121.5685869,
Optical Toys,"371 US-5, Dummerston", Dummerston,VT,5301,(802) 254-6115,http://www.opticaltoys.com/,"[""store"",""point_of_interest"",""establishment""]",,42.9066085,-72.5473772,
Cindie's - Beaumont,"3773 College St, Beaumont", Beaumont,TX,77701,(409) 838-6800,http://www.cindies.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,30.0674532,-94.1321965,
Teddy Bear Connection,"3850 Merle Hay Rd, Des Moines", Des Moines,IA,50310,(515) 270-8494,http://teddybeariowa.com/,"[""store"",""point_of_interest"",""establishment""]",,41.631628,-93.7018426,
Knapp's,"417 Main St, Bennington", Bennington,VT,5201,(802) 442-6252,https://www.facebook.com/knappsVT,"[""store"",""point_of_interest"",""establishment""]",,42.8781323,-73.196515,
Dancing Bear Toys Ltd,"418 N Main St, Hendersonville", Hendersonville,NC,28792,(828) 693-4500,http://www.dancingbeartoys.com/,"[""store"",""point_of_interest"",""establishment""]",,35.317197,-82.46016,
Toy Professor,"430 Springfield Ave, Summit", Summit,NJ,7901,(908) 918-1888,http://toyprofessor.com/,"[""store"",""point_of_interest"",""establishment""]",,40.7176996,-74.3597025,
Big City Toys,"4356 Old Shell Rd, Mobile", Mobile,AL,36608,(251) 308-8997,http://www.bigcitytoys.com/,"[""store"",""point_of_interest"",""establishment""]",,30.699133,-88.1426818,
Farpoint Toys and Collectibles,"4403 E Black Horse Pike, Mays Landing", Mays Landing,NJ,8330,(313) 438-8697,http://www.farpointtoys.com/,"[""store"",""point_of_interest"",""establishment""]",,39.4544418,-74.6450017,
Echo,"484 Main St, Beacon", Beacon,NY,12508,(845) 440-0047,http://www.echobeacon.com/,"[""store"",""point_of_interest"",""establishment""]",,41.5019245,-73.9645418,
Passion Parties By Ronda,"5028 44th Ave, Moline", Moline,IL,61265,(888) 399-8580,http://www.rondaharvey.com/,"[""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,41.46952,-90.466506,
Friends 4 Ever Lingerie,"6055 Weber Rd, Corpus Christi", Corpus Christi,TX,78413,(361) 855-5115,http://www.friends4everlingerie.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,27.708662,-97.406742,
Hyper Sonic Games and Toys,"6101 100th St SW Suite 7, Lakewood", Lakewood,WA,98499,(253) 232-0962,http://facebook.com/keefescomicscollectibles,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,47.1671337,-122.5186322,
BSW Toy inc.,"615 Superior Commerce Blvd #103, Apopka", Apopka,FL,32703,(321) 972-3321,http://www.bswtoy.com/,"[""store"",""point_of_interest"",""establishment""]",,28.688924,-81.556769,
Frankenmuth Toy Company & Kite Kraft,"618 S Main St, Frankenmuth", Frankenmuth,MI,48734,(989) 652-8686,http://www.frankenmuthtoyco.net/,"[""store"",""point_of_interest"",""establishment""]",,43.32821,-83.7406337,
Becky & Me Toys,"620 Grove St, Evanston", Evanston,IL,60201,(847) 492-1030,http://www.beckyandmetoys.com/,"[""store"",""point_of_interest"",""establishment""]",,42.0451751,-87.6812705,
Firefly Toys & Games,"657 St Andrews Rd, Columbia", Columbia,SC,29210,(803) 764-0596,https://www.facebook.com/FireflyToysandGames,"[""store"",""point_of_interest"",""establishment""]",,34.0460709,-81.1227259,
Explorations Toys,"7225 Heritage Square Drive, (S.R. 23 at Gumwood), Granger", Granger,IN,46530,(574) 243-5828,http://www.explorationstoys.com/,"[""store"",""point_of_interest"",""establishment""]",,41.7263509,-86.1766606,
Games Unlimited,"810 Sycamore Valley Rd, Danville", Danville,CA,94526,(925) 838-6358,http://gamesunlimitedonline.com/,"[""store"",""point_of_interest"",""establishment""]",,37.8126258,-121.9977451,
Miner's Big Stuff Doll & Toy,"927 Washington Ave, Ocean Springs", Ocean Springs,MS,39564,(228) 875-8697,http://www.minerstoystore.com/,"[""store"",""point_of_interest"",""establishment""]",,30.414774,-88.827999,
Smart Toys and Books,"9700 Kingston Pike #12, Knoxville", Knoxville,TN,37922,(865) 394-6060,http://www.smarttoysandbooks.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,35.905495,-84.108675,
ePlanet Toys,"9910 E Costilla Ave, Englewood", Englewood,CO,80112,(303) 754-3472,http://www.eplanet-toys.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,39.5910684,-104.8733384,
LookOut Toy Store,"107 13th Ave S, Nampa", Nampa,ID,83651,(208) 466-0000,http://www.lookouttoystore.com/,"[""store"",""point_of_interest"",""establishment""]",,43.5779858,-116.5591519,
Bear N Friends Toy Shoppe,"107 E Market St, Kingsport", Kingsport,TN,37660,(423) 245-5046,https://www.facebook.com/Bear-N-Friends-Toy-Shoppe-78617699823,"[""store"",""point_of_interest"",""establishment""]",,36.545883,-82.560408,
Toy Federation LLC,"107 Middleton Way #11, Greer", Greer,SC,29650,(864) 593-5530,https://www.facebook.com/ToyFederationShop,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,34.9432985,-82.2491587,
Briarcliff Toy Shop,"1171 Pleasantville Rd, Briarcliff Manor", Briarcliff Manor,NY,10510,(914) 762-3578,http://www.briarclifftoyshop.com/,"[""store"",""point_of_interest"",""establishment""]",,41.1512396,-73.8310708,
Quinnderella's Toys,"119 Main St, Manasquan", Manasquan,NJ,8736,(732) 223-1124,http://quinnderellastoys.com/,"[""store"",""point_of_interest"",""establishment""]",,40.1235607,-74.0512546,
Captain's Comics & Toys,"1209 Sam Rittenberg Blvd # D, Charleston", Charleston,SC,29407,(843) 766-6611,http://www.captainscomics.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,32.8194306,-79.9920578,
Tiny Toys Collectibles,"1224 Wolf St, Syracuse", Syracuse,NY,13208,(315) 475-7220,http://www.tinytoycollectibles.com/,"[""store"",""point_of_interest"",""establishment""]",,43.0833786,-76.1544318,
Dad's Toy Shop,"123 W Auglaize St, Wapakoneta", Wapakoneta,OH,45895,(419) 738-2007,http://www.dadstoyshop.com/,"[""store"",""point_of_interest"",""establishment""]",,40.5704086,-84.1957504,
End Zone Hobby Center,"133 S State St, Clearfield", Clearfield,UT,84015,(801) 774-5050,http://endzonefuncity.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,41.1123172,-112.0231615,
"Once Upon A Child - Corpus Christi, TX","1334 Airline Rd, Corpus Christi", Corpus Christi,TX,78412,(361) 993-8581,http://www.onceuponachildcorpuschristi.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,27.7066382,-97.3617956,
Adventures Underground,"1391 George Washington Way, Richland", Richland,WA,99354,(509) 946-9893,http://www.advunderground.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,46.2893462,-119.2755487,
Funfinity,"164 S Main St, Springville", Springville,UT,84663,(801) 491-8940,http://www.funfinity.com/,"[""store"",""point_of_interest"",""establishment""]",,40.1644611,-111.610971,
Wolfes Toys & Collectibles,"16966 Rd 26, Madera", Madera,CA,93638,(559) 341-1185,https://www.facebook.com/pages/Wolfes-Toys-Collectibles/347753602084384,"[""store"",""point_of_interest"",""establishment""]",,36.9957493,-120.0742898,
Scheffel Memorial Toy Project,"16991 Old U.S. 27 #A, Lansing", Lansing,MI,48909,(517) 882-4988,http://www.scheffel-toys.org/,"[""store"",""point_of_interest"",""establishment""]",,42.7703056,-84.5421797,
Art Mart,"1705 S Prospect Ave, Champaign", Champaign,IL,61821,(217) 344-7979,http://www.shopartmart.com/,"[""bakery"",""cafe"",""grocery_or_supermarket"",""food"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,40.096154,-88.258119,
Orange Tree Imports,"1721 Monroe St, Madison", Madison,WI,53711,(608) 255-8211,http://www.orangetreeimports.com/,"[""store"",""furniture_store"",""home_goods_store"",""point_of_interest"",""establishment""]",,43.0654647,-89.4160022,
Time Tunnel Comics & Toys,"1734 US-70, Hickory", Hickory,NC,28602,(828) 325-9858,http://www.timetunnelcomics.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,35.706018,-81.309796,
Devaney Doak & Garrett Booksellers,"193 Broadway, Farmington", Farmington,ME,4938,(207) 778-3454,http://www.ddgbooks.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,44.6707279,-70.150561,
Grzyboski's Train Store,"200 Glenmaura National Blvd, Moosic", Moosic,PA,18507,(570) 451-1700,http://www.grzyboskitrains.com/default.aspx,"[""store"",""point_of_interest"",""establishment""]",,41.348288,-75.707639,
New York Central Toys & Trains,"2000 Lincolnway E, Mishawaka", Mishawaka,IN,46544,(574) 255-8538,http://www.nyctrainstore.com/,"[""store"",""point_of_interest"",""establishment""]",,41.6634112,-86.1454553,
Lou Lou's Corner,"202 Union Square NW, Hickory", Hickory,NC,28601,(828) 324-7655,http://www.loulouscorner.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,35.7324203,-81.3398103,
Irwin's Toy Box,"203 Fillmore St, Sweeny", Sweeny,TX,77486,(979) 417-7772,http://www.irwinstoybox.com/,"[""store"",""point_of_interest"",""establishment""]",,29.0440104,-95.7028916,
Berkshire Trains,"209 Rosemont Garden, Lexington", Lexington,KY,40503,(859) 243-0099,http://www.berkshiretrains.com/,"[""store"",""point_of_interest"",""establishment""]",,38.019489,-84.521464,
Funtopia,"21163 Calistoga Rd, Middletown", Middletown,CA,95461,(707) 987-0114,http://www.funtopiatoys.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,38.7521983,-122.6155265,
Calico Toys & Games,"212 N Talbot St, St Michaels", St Michaels,MD,21663,(410) 745-6229,http://www.calicotoysandgames.com/,"[""store"",""point_of_interest"",""establishment""]",,38.7882723,-76.2253772,
The Dollhouse,"216 Headtown Rd, Jonesborough", Jonesborough,TN,37659,(423) 753-0022,http://www.jonesdollhouse.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,36.3065206,-82.4478439,
Education Station Inc,"241 W Roseville Rd # 3, Lancaster", Lancaster,PA,17601,(717) 560-9628,http://www.youreducationstation.com/,"[""store"",""point_of_interest"",""establishment""]",,40.0738849,-76.3226327,
"Arcana Toys, Games and Hobbies","25 E Washington Ave, Washington", Washington,NJ,7882,(908) 223-1120,http://www.arcanatoysgameshobbies.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,40.7582599,-74.9787405,
Bare Necessities,"2568 I-10 Frontage Rd, Beaumont", Beaumont,TX,77703,(409) 899-4144,http://www.barenecessities.com/,"[""clothing_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,30.0968229,-94.1271384,
Big Boy Toys & Hobbies,"2930 Johnston St, Lafayette", Lafayette,LA,70503,(337) 269-5800,http://www.bigboytoyslaf.com/,"[""store"",""point_of_interest"",""establishment""]",,30.2061773,-92.0420408,
Rodney's Dimestore Gallery,"2937 Rosa Del Villa Dr, Gulf Breeze", Gulf Breeze,FL,32563,(850) 932-6522,http://rodneysdimestoregallery.com/,"[""store"",""point_of_interest"",""establishment""]",,30.3858504,-87.1013187,
Bella Luna Toys,"3 Gordon Dr, Rockland", Rockland,ME,4841,(207) 593-7990,http://www.bellalunatoys.com/,"[""store"",""point_of_interest"",""establishment""]",,44.0919085,-69.1162406,
Toys Forever Models & Hobbies,"300 S Walnut St, Muncie", Muncie,IN,47305,(765) 288-6505,http://www.toysforeverhobbies.com/,"[""store"",""point_of_interest"",""establishment""]",,40.1918693,-85.3864388,
Phil's Hobby Shop,"3112 N Clinton St, Fort Wayne", Fort Wayne,IN,46805,(260) 471-1340,https://www.philshobbyshop.com/,"[""store"",""point_of_interest"",""establishment""]",,41.1044635,-85.138123,
Louie's Toy Box,"312 Maywood Ave, Eagle Lake", Eagle Lake,MN,56024,(507) 340-5747,http://louiestoybox.com/,"[""store"",""point_of_interest"",""establishment""]",,44.1635775,-93.9993996,
Supplyroom Inc,"3221 Belmont Ave, Youngstown", Youngstown,OH,44505,(330) 759-7057,http://www.supplyroomonline.com/,"[""store"",""point_of_interest"",""establishment""]",,41.1415231,-80.6649249,
Comikaze and Toys,"3301 N Litchfield Rd #700, Goodyear", Goodyear,AZ,85395,(623) 313-5433,http://www.comikazeandtoys.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,33.4844481,-112.361715,
Fantasy Island Toys,"335 Fairhope Ave, Fairhope", Fairhope,AL,36532,(251) 928-1720,http://www.fantasyislandtoys.com/,"[""store"",""point_of_interest"",""establishment""]",,30.5232866,-87.9038105,
Tlaquepaque Toy Town,"336 AZ-179, Sedona", Sedona,AZ,86336,(928) 282-1087,http://www.tlaq.com/,"[""store"",""point_of_interest"",""establishment""]",,34.8620146,-111.7626823,
Hot Flixx,"3369 Sarno Rd, Melbourne", Melbourne,FL,32934,(321) 752-8805,http://www.sexysite.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,28.1205067,-80.6871007,
Peg Perego,"3616 Independence Dr, Fort Wayne", Fort Wayne,IN,46808,(260) 373-0397,http://us.pegperego.com/,"[""store"",""point_of_interest"",""establishment""]",,41.1096069,-85.191216,
Vero Beach Book Center,"392 21st St, Vero Beach", Vero Beach,FL,32960,(772) 569-2050,http://www.verobeachbookcenter.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,27.6403698,-80.3817239,
Typhon Toys & Collectibles,"40571 Big Bear Blvd, Big Bear Lake", Big Bear Lake,CA,92315,(909) 366-0785,http://typhontoys.com/,"[""store"",""point_of_interest"",""establishment""]",,34.2423948,-116.9165412,
Ingenuity Country Store,"41 Central Square, Keene", Keene,NH,3431,(603) 352-0400,http://ingenuitycountrystore.com/,"[""store"",""point_of_interest"",""establishment""]",,42.934009,-72.279318,
Rocket Fizz Chattanooga,"411 Broad St #105, Chattanooga", Chattanooga,TN,37402,(423) 777-5699,http://rocketfizz.com/,"[""food"",""store"",""point_of_interest"",""establishment""]",,35.0517025,-85.3109414,
Larger Than Life Toys & Comics,"4155 NY-31, Clay", Clay,NY,13041,(315) 622-1891,http://www.largerthanlife-comics.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,43.1880033,-76.2245556,
Cullen's Babyland,"4498 Johnston St, Lafayette", Lafayette,LA,70503,(337) 981-2929,http://www.cullensbabyland.us/,"[""store"",""point_of_interest"",""establishment""]",,30.191691,-92.061641,
Buymetoys.Com,"4615 Grape Rd # C, Mishawaka", Mishawaka,IN,46545,(574) 271-8697,http://buymetoys.com/catalog/,"[""store"",""point_of_interest"",""establishment""]",,41.7033799,-86.1882036,
"Cullen's Play Pen, Inc.","4754 N Hwy 55, Jackson", Jackson,MS,39211,(601) 362-7256,http://www.babysupermarket.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,32.3594631,-90.1502191,
"Learning Express Toys of Huntsville, AL","4800 Whitesburg Dr S #31, Huntsville", Huntsville,AL,35802,(256) 881-8855,http://www.learningexpress.com/store/huntsville/,"[""store"",""point_of_interest"",""establishment""]",,34.6938146,-86.5693536,
Cloud 9 Lingerie Boutique,"4902 Holly Rd #104, Corpus Christi", Corpus Christi,TX,78411,(361) 853-7188,http://www.cloud9lingerie.com/,"[""shoe_store"",""jewelry_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,27.7048326,-97.3878455,
Rooms For A Prince And Princess,"5050 Town Center Cir, Boca Raton", Boca Raton,FL,33486,(561) 206-6173,http://www.rppkids.com/,"[""store"",""clothing_store"",""furniture_store"",""home_goods_store"",""point_of_interest"",""establishment""]",,26.3630596,-80.122875,
Chatham Toys,"515 Main St, Chatham", Chatham,MA,2633,(508) 945-0239,http://www.chathamtoys.com/,"[""store"",""point_of_interest"",""establishment""]",,41.6802344,-69.9577256,
