city,state,population,latitude,longitude,toy store (20),child toy store (20),toy store (20-w/ coords radius),"children’s clothing store (20-w/ coords, radius)","children’s clothing store (20-w/ coords, rankby)"
bristol,VA,25110,36.5963889,-82.1886111,,,X,X,X
spanaway,WA,25045,47.1041667,-122.4333333,,,X,X,X
maplewood,NJ,25008,40.7738889,-74.2738889,,,X,X,X
south pasadena,CA,24994,34.1161111,-118.1494444,,,X,X,X
zanesville,OH,24976,39.9402778,-82.0133333,,,X,X,X
russellville,AR,24972,35.2783333,-93.1336111,,,X,X,X
bay shore,NY,24969,40.725,-73.2458333,,,X,X,X
maple heights,OH,24961,41.4152778,-81.5661111,,,X,X,X
grandview,MO,24945,38.8858333,-94.5327778,,,X,X,X
winchester,VA,24895,39.1855556,-78.1636111,,,X,X,X
gautier,MS,24891,30.3855556,-88.6116667,,,X,X,X
neenah,WI,24810,44.1858333,-88.4625,,,X,X,X
lemon grove,CA,24802,32.7425,-117.0305556,,,X,X,X
lafayette,CA,24780,37.8858333,-122.1169444,,,X,X,X
dolton,IL,24779,41.6388889,-87.6072222,,,X,X,X
winter garden,FL,24774,28.565,-81.5863889,,,X,X,X
magna,UT,24755,40.7091667,-112.1008333,,,X,X,X
ridgewood,NJ,24738,40.9791667,-74.1169444,,,X,X,X
wakefield,MA,24712,42.5063889,-71.0733333,,,X,X,X
statesville,NC,24709,35.7825,-80.8875,,,X,X,X
parkland,FL,24693,26.3097222,-80.2375,,,X,X,X
benton,AR,24689,34.5644444,-92.5866667,,,X,X,X
seatac,WA,24663,47.4538889,-122.3205556,,,X,X,X
new castle,PA,24652,41.0036111,-80.3472222,,,X,X,X
key west,FL,24646,24.5552778,-81.7827778,,,X,X,X
bayonet point,FL,24618,28.3263889,-82.6836111,,,X,X,X
spanish fork,UT,24613,40.115,-111.6541667,,,X,X,X
ottumwa,IA,24593,41.0041667,-92.3736111,,,X,X,X
clinton,MS,24583,32.3413889,-90.3216667,,,X,X,X
statesboro,GA,24558,32.4486111,-81.7833333,,,X,X,X
westmont,IL,24552,41.7958333,-87.9755556,,,X,X,X
edwardsville,IL,24551,38.8113889,-89.9530556,,,X,X,X
belvidere,IL,24547,42.2638889,-88.8441667,,,X,X,X
san fernando,CA,24524,34.2819444,-118.4380556,,,X,X,X
belton,MO,24522,38.8119444,-94.5316667,,,X,X,X
san benito,TX,24506,26.1322222,-97.6308333,,,X,X,X
carbondale,IL,24502,37.7272222,-89.2166667,,,X,X,X
hudson,NH,24474,42.7647222,-71.4402778,,,X,X,X
londonderry,NH,24474,42.865,-71.3744444,,,X,X,X
pleasant grove,UT,24449,40.3641667,-111.7377778,,,X,X,X
reisterstown,MD,24447,39.4694444,-76.8297222,,,X,X,X
kingman,AZ,24431,35.1894444,-114.0522222,,,X,X,X
elmwood park,IL,24418,41.9211111,-87.8091667,,,X,X,X
stevens point,WI,24408,44.5236111,-89.5744444,,,X,X,X
seal beach,CA,24404,33.7413889,-118.1038889,,,X,X,X
columbus,MS,24386,33.4955556,-88.4272222,,,X,X,X
ossining,NY,24376,41.1627778,-73.8619444,,,X,X,X
watauga,TX,24333,32.8577778,-97.2544444,,,X,X,X
zion,IL,24316,42.4461111,-87.8327778,,,X,X,X
new lenox,IL,24315,41.5119444,-87.9655556,,,X,X,X
salem,VA,24314,37.2933333,-80.055,,,X,X,X
white bear lake,MN,24301,45.0847222,-93.0097222,,,X,X,X
caledonia,WI,24282,42.8077778,-87.9241667,,,X,X,X
lodi,NJ,24278,40.8822222,-74.0836111,,,X,X,X
tustin foothills,CA,24257,33.7644444,-117.7930556,,,X,X,X
brunswick,ME,24206,43.9144444,-69.9658333,,,X,X,X
barstow,CA,24202,34.8986111,-117.0219444,,,X,X,X
uniondale,NY,24201,40.7002778,-73.5933333,,,X,X,X
laguna beach,CA,24181,33.5422222,-117.7822222,,,X,X,X
north platte,NE,24172,41.1238889,-100.765,,,X,X,X
west puente valley,CA,24134,34.0516667,-117.9675,,,X,X,X
bay point,CA,24125,38.0291667,-121.9605556,,,X,X,X
fort washington,MD,24124,38.7072222,-77.0233333,,,X,X,X
big spring,TX,24122,32.2502778,-101.4783333,,,X,X,X
peekskill,NY,24117,41.29,-73.9208333,,,X,X,X
norfolk,NE,24094,42.0283333,-97.4166667,,,X,X,X
yeehaw junction,FL,24080,27.7,-80.9044444,,,X,X,X
sharon,MA,24066,42.1236111,-71.1791667,,,X,X,X
north laurel,MD,24046,39.1388889,-76.8708333,,,X,X,X
staunton,VA,24040,38.1494444,-79.0719444,,,X,X,X
middle river,MD,24019,39.3341667,-76.4397222,,,X,X,X
romulus,MI,24018,42.2222222,-83.3966667,,,X,X,X
sun valley,NV,24009,39.5963889,-119.775,,,X,X,X
nicholasville,KY,24004,37.8805556,-84.5730556,,,X,X,X
rolling meadows,IL,24003,42.0841667,-88.0130556,,,X,X,X
seguin,TX,24000,29.5686111,-97.9644444,,,X,X,X
belmont,CA,23998,37.5202778,-122.2747222,,,X,X,X
galt,CA,23997,38.2547222,-121.2988889,,,X,X,X
ardmore,OK,23975,34.1741667,-97.1433333,,,X,X,X
geneva,IL,23974,41.8875,-88.3052778,,,X,X,X
north haven,CT,23960,41.3908333,-72.86,,,X,X,X
owatonna,MN,23955,44.0838889,-93.2258333,,,X,X,X
okemos,MI,23926,42.7222222,-84.4275,,,X,X,X
south lake tahoe,CA,23925,38.9333333,-119.9833333,,,X,X,X
owasso,OK,23923,36.2694444,-95.8544444,,,X,X,X
mequon,WI,23902,43.2363889,-87.9844444,,,X,X,X
green,OH,23894,40.9458333,-81.4833333,,,X,X,X
south portland,ME,23893,43.6413889,-70.2413889,,,X,X,X
marshall,TX,23882,32.5447222,-94.3672222,,,X,X,X
walker,MI,23824,43.0013889,-85.7680556,,,X,X,X
casselberry,FL,23821,28.6775,-81.3280556,,,X,X,X
griffin,GA,23820,33.2466667,-84.2641667,,,X,X,X
hercules,CA,23819,38.0172222,-122.2875,,,X,X,X
homewood,AL,23815,33.4716667,-86.8008333,,,X,X,X
prior lake,MN,23790,44.7133333,-93.4225,,,X,X,X
university park,TX,23785,32.85,-96.8,,,X,X,X
leisure city,FL,23770,25.495,-80.4294444,,,X,X,X
valinda,CA,23721,34.0452778,-117.9427778,,,X,X,X
lafayette,CO,23716,39.9936111,-105.0891667,,,X,X,X
matthews,NC,23716,35.1166667,-80.7238889,,,X,X,X
denison,TX,23680,33.7555556,-96.5363889,,,X,X,X
aberdeen,SD,23667,45.4647222,-98.4861111,,,X,X,X
elizabethtown,KY,23636,37.6938889,-85.8591667,,,X,X,X
opelika,AL,23625,32.6452778,-85.3783333,,,X,X,X
new bern,NC,23623,35.1083333,-77.0444444,,,X,X,X
baldwin,NY,23622,40.6563889,-73.6097222,,,X,X,X
bloomingdale,FL,23618,27.8933333,-82.2405556,,,X,X,X
norland,FL,23604,25.9486111,-80.2125,,,X,X,X
scotch plains,NJ,23584,40.6552778,-74.3902778,,,X,X,X
somerset,NJ,23584,40.4975,-74.4888889,,,X,X,X
american fork,UT,23582,40.3769444,-111.795,,,X,X,X
lebanon,PA,23581,40.3408333,-76.4116667,,,X,X,X
coronado,CA,23571,32.6858333,-117.1822222,,,X,X,X
chanhassen,MN,23551,44.8622222,-93.5305556,,,X,X,X
belmont,MA,23546,42.3958333,-71.1791667,,,X,X,X
rockledge,FL,23511,28.3505556,-80.7255556,,,X,X,X
vernon hills,IL,23510,42.2194444,-87.9794444,,,X,X,X
edgewood,MD,23492,39.4186111,-76.2947222,,,X,X,X
auburn,ME,23488,44.0977778,-70.2316667,,,X,X,X
norton shores,MI,23486,43.1688889,-86.2638889,,,X,X,X
sanford,NC,23473,35.4797222,-79.1805556,,,X,X,X
ashland,CA,23467,37.6947222,-122.1127778,,,X,X,X
easton,MA,23459,42.0244444,-71.1291667,,,X,X,X
austin,MN,23451,43.6666667,-92.9744444,,,X,X,X
paragould,AR,23450,36.0583333,-90.4972222,,,X,X,X
asheboro,NC,23443,35.7077778,-79.8138889,,,X,X,X
reading,MA,23441,42.5255556,-71.0958333,,,X,X,X
anniston,AL,23423,33.6597222,-85.8316667,,,X,X,X
de pere,WI,23419,44.4488889,-88.0602778,,,X,X,X
wekiva springs,FL,23416,28.6983333,-81.4258333,,,X,X,X
newnan,GA,23409,33.3805556,-84.7997222,,,X,X,X
park forest,IL,23401,41.4913889,-87.6744444,,,X,X,X
holiday,FL,23391,28.1875,-82.7397222,,,X,X,X
lennox,CA,23387,33.9380556,-118.3516667,,,X,X,X
mansfield,MA,23380,42.0333333,-71.2194444,,,X,X,X
south plainfield,NJ,23373,40.5791667,-74.4119444,,,X,X,X
hudson,OH,23368,41.24,-81.4408333,,,X,X,X
champlin,MN,23364,45.1888889,-93.3972222,,,X,X,X
springfield,PA,23363,39.9305556,-75.3205556,,,X,X,X
columbine,CO,23353,39.5877778,-105.0688889,,,X,X,X
xenia,OH,23351,39.6847222,-83.9297222,,,X,X,X
watertown,WI,23323,43.1947222,-88.7288889,,,X,X,X
immokalee,FL,23322,26.4183333,-81.4175,,,X,X,X
wright,FL,23302,30.4555556,-86.6383333,,,X,X,X
rosemont,CA,23273,38.5519444,-121.3636111,,,X,X,X
pearl,MS,23272,32.2744444,-90.1319444,,,X,X,X
shelby,NC,23235,35.2922222,-81.5358333,,,X,X,X
old bridge,NJ,23233,40.4147222,-74.3658333,,,X,X,X
centerville,OH,23222,39.6283333,-84.1594444,,,X,X,X
san lorenzo,CA,23201,37.6811111,-122.1233333,,,X,X,X
el cerrito,CA,23192,37.9158333,-122.3105556,,,X,X,X
athens,OH,23180,39.3291667,-82.1013889,,,X,X,X
chaska,MN,23176,44.7894444,-93.6019444,,,X,X,X
kingston,NY,23174,41.9269444,-73.9977778,,,X,X,X
plainfield,IN,23135,39.7041667,-86.3994444,,,X,X,X
roselle,IL,23119,41.9847222,-88.0797222,,,X,X,X
fountain hills,AZ,23116,33.6116667,-111.7166667,,,X,X,X
gillette,WY,23101,44.2911111,-105.5016667,,,X,X,X
forest hills,MI,23099,42.9594444,-85.4897222,,,X,X,X
windham,CT,23072,41.6997222,-72.1575,,,X,X,X
melrose park,IL,23054,41.9005556,-87.8566667,,,X,X,X
weatherford,TX,23051,32.7591667,-97.7969444,,,X,X,X
fairland,MD,23048,39.0761111,-76.9580556,,,X,X,X
dedham,MA,23019,42.2416667,-71.1666667,,,X,X,X
cedar city,UT,23005,37.6775,-113.0611111,,,X,X,X
hastings,NE,23001,40.5861111,-98.3880556,,,X,X,X
morton grove,IL,22968,42.0405556,-87.7825,,,X,X,X
saint cloud,FL,22947,28.2486111,-81.2813889,,,X,X,X
bridgeton,NJ,22945,39.4272222,-75.2344444,,,X,X,X
tarpon springs,FL,22935,28.1458333,-82.7569444,,,X,X,X
blue island,IL,22923,41.6572222,-87.68,,,X,X,X
keene,NH,22891,42.9336111,-72.2786111,,,X,X,X
muskego,WI,22889,42.9058333,-88.1388889,,,X,X,X
webster groves,MO,22875,38.5925,-90.3572222,,,X,X,X
villa park,IL,22868,41.8897222,-87.9888889,,,X,X,X
springville,UT,22867,40.1652778,-111.61,,,X,X,X
woodburn,OR,22866,45.1438889,-122.8541667,,,X,X,X
opelousas,LA,22835,30.5333333,-92.0813889,,,X,X,X
starkville,MS,22820,33.4502778,-88.8183333,,,X,X,X
wasco,CA,22813,35.5941667,-119.34,,,X,X,X
cliffside park,NJ,22801,40.8213889,-73.9880556,,,X,X,X
bristol,RI,22795,41.6769444,-71.2666667,,,X,X,X
massapequa,NY,22776,40.6805556,-73.4747222,,,X,X,X
grayslake,IL,22768,42.3444444,-88.0416667,,,X,X,X
lemoore,CA,22763,36.3008333,-119.7819444,,,X,X,X
valley station,KY,22756,38.1111111,-85.8702778,,,X,X,X
burlington,MA,22739,42.5047222,-71.1961111,,,X,X,X
brent,FL,22735,30.4686111,-87.2361111,,,X,X,X
foxborough,MA,22733,42.0652778,-71.2483333,,,X,X,X
de land,FL,22721,29.0280556,-81.3033333,,,X,X,X
ridgeland,MS,22714,32.4283333,-90.1322222,,,X,X,X
adrian,MI,22704,41.8975,-84.0372222,,,X,X,X
darien,IL,22677,41.7519444,-87.9738889,,,X,X,X
alliance,OH,22676,40.9152778,-81.1061111,,,X,X,X
loves park,IL,22650,42.32,-89.0580556,,,X,X,X
twentynine palms,CA,22642,34.1355556,-116.0533333,,,X,X,X
faribault,MN,22633,44.295,-93.2686111,,,X,X,X
cranford,NJ,22627,40.6583333,-74.3,,,X,X,X
hopkinton,MA,22601,42.2286111,-71.5230556,,,X,X,X
corcoran,CA,22587,36.0980556,-119.5594444,,,X,X,X
munster,IN,22586,41.5644444,-87.5125,,,X,X,X
fitchburg,WI,22586,42.9608333,-89.4697222,,,X,X,X
miami lakes,FL,22582,25.9083333,-80.3088889,,,X,X,X
enterprise,AL,22572,31.315,-85.8552778,,,X,X,X
muscatine,IA,22529,41.4244444,-91.0430556,,,X,X,X
duarte,CA,22521,34.1394444,-117.9763889,,,X,X,X
riverside,OH,22518,39.7797222,-84.1241667,,,X,X,X
guilford,CT,22498,41.2888889,-72.6822222,,,X,X,X
sherwood,AR,22495,34.815,-92.2241667,,,X,X,X
white oak,MD,22492,39.0397222,-76.9933333,,,X,X,X
blythe,CA,22483,33.6102778,-114.5955556,,,X,X,X
mercer island,WA,22476,47.5708333,-122.2208333,,,X,X,X
kinston,NC,22475,35.2625,-77.5819444,,,X,X,X
merrick,NY,22457,40.6627778,-73.5519444,,,X,X,X
solon,OH,22451,41.3897222,-81.4413889,,,X,X,X
selma,CA,22426,36.5708333,-119.6111111,,,X,X,X
watertown,CT,22391,41.6061111,-73.1186111,,,X,X,X
